fl,fw,gt,inl,inw,k,k_mul,pl,pt,pw,sl,st,sw,x,freq,s11,gain,bandwidth
10.5,1.8,0.4,5.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.4953,-20.886225606546,6.54299367421299,0.30045656347988636
11.0,1.8,0.4,5.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.7795,-22.854305107652,5.9612756798770805
7.5,1.8,0.4,4.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3536,-18.375952394679,3.066725859910509,0.16716331852432198
8.0,1.8,0.4,4.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.4908,-25.802960865783,4.006754550844938,0.19316597997724116
8.5,1.8,0.4,4.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6427,-40.061943778355,4.680920103384698,0.21379913367089687
9.0,1.8,0.4,4.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8191,-24.721403144489,5.4243122544658,0.23281039461359754
9.5,1.8,0.4,4.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.02,-21.189267991442,6.4944802508106,0.2523375485447459
10.0,1.8,0.4,4.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2454,-20.662277193581,6.3491904844414,0.2645156730998295
10.5,1.8,0.4,4.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.4855,-22.062429335492,6.659492848007371,0.3031199555899624
11.0,1.8,0.4,4.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.7648,-25.071298985322,6.213921878457796
7.5,1.8,0.4,4.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3536,-18.150463597704,3.0215498519015846,0.1665366535276105
8.0,1.8,0.4,4.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5006,-26.252531614503,3.9934763033420992,0.1937997291777971
8.5,1.8,0.4,4.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6525,-40.225967325245,4.6633912571431,0.21391816833411514
9.0,1.8,0.4,4.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8289,-24.709153212227,5.427144499409906,0.23225082243240314
9.5,1.8,0.4,4.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.02,-21.540107104463,6.4454082469017,0.2514116637572963
10.0,1.8,0.4,4.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2454,-21.151957240868,6.323056157658436,0.26470251754012786
10.5,1.8,0.4,4.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.4806,-22.801612617884,6.65019462699383,0.30426128833892996
11.0,1.8,0.4,4.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.7648,-26.158453933979,6.183804043052764
7.5,1.8,0.4,4.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3487,-17.914499488197,2.9004587196843206,0.16598729699905013
8.0,1.8,0.4,4.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.4957,-25.582301731462,4.0087369230798675,0.1931061671614751
8.5,1.8,0.4,4.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6574,-39.440580943853,4.671313478424964,0.2136799134111218
9.0,1.8,0.4,4.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8289,-25.186092517585,5.412462332006424,0.23212937451280702
9.5,1.8,0.4,4.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0151,-21.766164932981,6.408668425717369,0.251138141053866
10.0,1.8,0.4,4.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.2405,-21.409680169608,6.3067397290971,0.2644219917479509
10.5,1.8,0.4,4.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.4855,-23.030030842012,6.609732834757555,0.30205576185920524
11.0,1.8,0.4,4.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.7648,-26.741691707041,6.195568402635428
7.5,1.8,0.4,4.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3732,-18.460259791179,3.089006093321509,0.16907695336430084
8.0,1.8,0.4,4.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5006,-25.293484142735,3.986025251771191,0.1928578916638557
8.5,1.8,0.4,4.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6525,-44.655285670414,4.66706688701195,0.21343419943985742
9.0,1.8,0.4,4.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.824,-25.463613372806,5.404249335516161,0.23236620661913854
9.5,1.8,0.4,4.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.02,-22.098781190135,6.4823919049617,0.25258743612221934
10.0,1.8,0.4,4.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2503,-21.449404693802,6.267891302008198,0.2635160442546427
10.5,1.8,0.4,4.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.4855,-23.352960047042,6.5839123140143805,0.301650004508927
11.0,1.8,0.4,4.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.7648,-27.089367063582,6.1362895028949325
7.5,1.8,0.4,4.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3732,-18.385723259299,3.069054197489945,0.1687555464293773
8.0,1.8,0.4,4.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5006,-25.217221274816,3.959387682386853,0.19239215789541486
8.5,1.8,0.4,4.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6525,-48.037795112692,4.666703603552075,0.21291498555563537
9.0,1.8,0.4,4.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8387,-25.485507107507,5.445621140103756,0.2316023414046673
9.5,1.8,0.4,4.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.02,-22.220226350533,6.4345110092063,0.25098742736174096
10.0,1.8,0.4,4.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2356,-21.884937760342,6.276823001730476,0.2633540298458499
10.5,1.8,0.4,4.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.4855,-23.691749207789,6.609209259375841,0.30170629600736376
11.0,1.8,0.4,4.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.7648,-27.590261046156,6.1449453625850285
7.5,1.8,0.4,4.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3732,-18.306024315733,3.047718866374325,0.16853810280342385
8.0,1.8,0.4,4.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5006,-24.995848889325,3.9543761300653966,0.19207703575981316
8.5,1.8,0.4,4.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6623,-44.060727983878,4.682834577080479,0.21297735179771582
9.0,1.8,0.4,4.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.824,-26.033211280202,5.392537519377921,0.23178394472288044
9.5,1.8,0.4,4.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.0347,-22.154625711322,6.428816230097294,0.25038040898829994
10.0,1.8,0.4,4.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.2454,-21.833946171574,6.2795000636966005,0.2629697382407583
10.5,1.8,0.4,4.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.4855,-23.864120646784,6.546835276105771,0.30100140397185093
11.0,1.8,0.4,4.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.7648,-27.640765048566,6.137564141231824
7.5,1.8,0.4,3.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3585,-16.812233301659,3.1274454971491097,0.16488340725792394
8.0,1.8,0.4,3.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.4859,-22.457202342574,4.017874725192329,0.19298535991636312
8.5,1.8,0.4,3.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6427,-37.008059065967,4.760948657248787,0.2168416108916964
9.0,1.8,0.4,3.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.8289,-28.222855355166,5.534072232159359,0.237304561847421
9.5,1.8,0.4,3.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.0249,-23.303913798723,6.543381080502909,0.24980278914549858
10.0,1.8,0.4,3.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2405,-22.61802160334,6.4312407900153,0.2687712049062778
10.5,1.8,0.4,3.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.4757,-24.255341522121,6.710141600765201,0.30301690071018417
11.0,1.8,0.4,3.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.7501,-28.837005152336,6.320111506465821,0.4109289830158094
7.5,1.8,0.4,3.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3585,-16.695589210571,3.1546652796097048,0.16456134389621635
8.0,1.8,0.4,3.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.4908,-22.23647184275,4.029573754249885,0.1917537093434385
8.5,1.8,0.4,3.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6574,-37.753645699745,4.769014036397034,0.21663205827637588
9.0,1.8,0.4,3.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8191,-29.382982773563,5.476397263723498,0.2372542520685723
9.5,1.8,0.4,3.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0249,-23.86220059748,6.52585189009112,0.24940905783037115
10.0,1.8,0.4,3.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2356,-23.235499516173,6.40010828638062,0.2685273092066698
10.5,1.8,0.4,3.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.461,-25.248888013294,6.628154778350081,0.3035539834477312
11.0,1.8,0.4,3.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.7501,-30.397989444825,6.3262105528673365,0.4091686385492892
7.5,1.8,0.4,3.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3634,-16.71440589456,3.170454451045778,0.16511837892451675
8.0,1.8,0.4,3.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5055,-22.486921428542,4.064686886744366,0.19455007123891654
8.5,1.8,0.4,3.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6476,-35.345960178004,4.697892475547985,0.2155323870033059
9.0,1.8,0.4,3.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8191,-30.191171695459,5.447913213159628,0.2363284284818521
9.5,1.8,0.4,3.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0249,-24.309922337068,6.489122031480089,0.25712280844647317
10.0,1.8,0.4,3.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.2258,-23.724538187418,6.386115899220783,0.2683857857975527
10.5,1.8,0.4,3.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.4757,-25.598853164646,6.63484816007652,0.3022605263006026
11.0,1.8,0.4,3.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.7452,-31.304135487035,6.323982387106432,0.40587888254839743
7.5,1.8,0.4,3.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3634,-16.513509666503,3.09511879241268,0.16436845013280488
8.0,1.8,0.4,3.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5104,-22.228070728144,4.10238393458623,0.19413684098310569
8.5,1.8,0.4,3.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6476,-34.426391555996,4.743630710030358,0.2151613520517932
9.0,1.8,0.4,3.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.8338,-29.725869403358,5.498561356522188,0.2361022704436717
9.5,1.8,0.4,3.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.0249,-24.619841798621,6.476672321963844,0.248895972514787
10.0,1.8,0.4,3.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2405,-23.826951252752,6.343881404325845,0.2673665250010089
10.5,1.8,0.4,3.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.4757,-25.980302307514,6.636469540966556,0.3012779507331249
11.0,1.8,0.4,3.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.7452,-32.19070255248,6.2789155436057476,0.4025343117757547
7.5,1.8,0.4,3.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3683,-16.640618616875,3.1268676998166205,0.16460657444561644
8.0,1.8,0.4,3.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5104,-22.310629541907,4.08198716543531,0.19401217821661865
8.5,1.8,0.4,3.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6525,-33.628717118026,4.6876117300913505,0.2151411441193387
9.0,1.8,0.4,3.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8338,-30.207858026041,5.498509006922491,0.23593365737738958
9.5,1.8,0.4,3.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0298,-24.679787904593,6.44979199346734,0.25609554534082335
10.0,1.8,0.4,3.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2405,-23.921194808593,6.350984184330735,0.2670149194394451
10.5,1.8,0.4,3.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.4757,-25.939774756932,6.565203437998113,0.3002409653770659
11.0,1.8,0.4,3.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.7452,-32.907037148576,6.276988955254652,0.4019490332040849
7.5,1.8,0.4,3.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3683,-16.631398159211,3.0930579532900833,0.1646352185440496
8.0,1.8,0.4,3.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5104,-22.22132697415,4.073144466631346,0.1938391940931865
8.5,1.8,0.4,3.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6574,-34.599208471178,4.697520283054216,0.21523717889196314
9.0,1.8,0.4,3.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.8338,-30.429558592223,5.497492256564017,0.23580379806018037
9.5,1.8,0.4,3.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.02,-25.317235469641,6.4862175806244,0.25693646835133643
10.0,1.8,0.4,3.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.2307,-24.496419040089,6.322718543318169,0.26719522907531434
10.5,1.8,0.4,3.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.4757,-26.577064717741,6.605107512927954,0.3004228637516331
11.0,1.8,0.4,3.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.7501,-32.767186274925,6.246764865264824,0.3967028984098775
7.5,1.8,0.4,2.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3438,-15.358011014971,3.143631290777746,0.15795902122475658
8.0,1.8,0.4,2.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.5006,-20.393146573692,4.115461220917337,0.19312246856852733
8.5,1.8,0.4,2.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6427,-29.73736283009,4.796496475902192,0.21648548997659978
9.0,1.8,0.4,2.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.824,-33.582174644728,5.547345428899461,0.24058496443253174
9.5,1.8,0.4,2.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.02,-25.731314236071,6.5332814531853,0.253631432951952
10.0,1.8,0.4,2.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2356,-24.512644173308,6.471360664249252,0.27204897162457264
10.5,1.8,0.4,2.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.4708,-26.232944775298,6.725782280896424,0.30293107674746445
11.0,1.8,0.4,2.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.7354,-32.542133623963,6.402288444117988,0.39027978689208
7.5,1.8,0.4,2.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3536,-15.389208180371,3.1832145861643566,0.15867304869063537
8.0,1.8,0.4,2.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.5006,-20.219216448401,4.0977229925891425,0.19352426924293464
8.5,1.8,0.4,2.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6427,-29.059152558458,4.773041499671961,0.2156267969058816
9.0,1.8,0.4,2.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.8093,-38.574291620256,5.478818494789715,0.23968693604428548
9.5,1.8,0.4,2.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0053,-27.015028842025,6.477494270874159,0.25389091688707044
10.0,1.8,0.4,2.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2307,-25.339894801346,6.440394354953913,0.27143307833472363
10.5,1.8,0.4,2.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.4659,-27.243744621913,6.691550069702462,0.3033818936146311
11.0,1.8,0.4,2.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.7354,-35.348083880263,6.368928440700908,0.3888668523207146
7.5,1.8,0.4,2.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3585,-15.397557831177,3.1457256067015544,0.15881466703117209
8.0,1.8,0.4,2.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.5,3.5055,-20.116575332353,4.124580062315106,0.19346676634759552
8.5,1.8,0.4,2.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.5,3.6476,-28.509797578771,4.755076741459069,0.21538803381127103
9.0,1.8,0.4,2.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.5,3.8142,-39.881025978876,5.45436032280324,0.2393135300199445
9.5,1.8,0.4,2.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.5,4.0102,-27.720649636145,6.464883538923379,0.2535211248132625
10.0,1.8,0.4,2.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.5,4.2356,-25.67939787888,6.418252599459728,0.2708456411969751
10.5,1.8,0.4,2.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.5,4.4708,-28.04091767962,6.683786428863392,0.3020972403425448
11.0,1.8,0.4,2.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.5,4.7354,-37.384536806466,6.3778635075829015,0.38586421202235055
7.5,1.8,0.4,2.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.0,3.3683,-15.461224558532,3.1873164618247793,0.16028479477410995
8.0,1.8,0.4,2.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,2.0,3.5104,-20.129284095674,4.1471758109779255,0.19350517810268553
8.5,1.8,0.4,2.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,2.0,3.6476,-28.306397025126,4.750138601965345,0.21518686217640726
9.0,1.8,0.4,2.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,2.0,3.824,-37.587859592339,5.50977329456506,0.23880021285469466
9.5,1.8,0.4,2.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,2.0,4.02,-27.425704461964,6.4803903395873,0.25239561831360824
10.0,1.8,0.4,2.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,2.0,4.2356,-25.999923982027,6.4076334202353395,0.27029739955108845
10.5,1.8,0.4,2.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,2.0,4.4708,-28.144618776211,6.646544823578992,0.3008022285179539
11.0,1.8,0.4,2.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,2.0,4.7354,-38.835794486338,6.37975615365594,0.38504323685134434
7.5,1.8,0.4,2.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.5,3.3634,-15.352977866029,3.126579358725474,0.1587468634397573
8.0,1.8,0.4,2.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.5,3.5104,-20.058815283091,4.106920075485918,0.19331384224750225
8.5,1.8,0.4,2.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.5,3.6476,-27.999290552097,4.701718602643146,0.21482631713321831
9.0,1.8,0.4,2.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.5,3.8191,-38.928109698337,5.485760679426495,0.23893352405146162
9.5,1.8,0.4,2.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.5,4.0249,-27.86989980651,6.515013022390848,0.25191272566388134
10.0,1.8,0.4,2.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.5,4.2356,-26.537727934625,6.406717365981204,0.2700437724386262
10.5,1.8,0.4,2.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.5,4.4708,-29.14681396278,6.611633155357488,0.3004010588864592
11.0,1.8,0.4,2.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.5,4.7354,-40.617728474601,6.3578848196243465,0.3821088754811619
7.5,1.8,0.4,2.0,0.18,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,1.0,3.3634,-15.325527932806,3.161386710846222,0.15859200580879573
8.0,1.8,0.4,2.0,0.18,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,1.0,3.5153,-19.995424734825,4.134670785665787,0.19310659290971
8.5,1.8,0.4,2.0,0.18,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,1.0,3.6721,-30.471514226526,4.768414784469615,0.22221644462384882
9.0,1.8,0.4,2.0,0.18,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,1.0,3.824,-41.94141459287,5.501057133340961,0.23835116796938882
9.5,1.8,0.4,2.0,0.18,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,1.0,4.0249,-27.909164033958,6.4999785844145395,0.2513059351697189
10.0,1.8,0.4,2.0,0.18,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,1.0,4.2258,-26.882964886659,6.3849316987687,0.2698099224770747
10.5,1.8,0.4,2.0,0.18,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,1.0,4.4708,-28.886913870835,6.611713410529675,0.2998450504901422
11.0,1.8,0.4,2.0,0.18,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,1.0,4.7354,-42.613526368259,6.343923245513132,0.3812345227126901
7.5,1.5,0.4,7.0,0.15,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.5,3.3389,-34.860193451295,2.4808326953922157,0.16103488325528037
8.0,1.5,0.4,7.0,0.15,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.5,3.481,-21.028780526175,3.67838427272081,0.16878521841249716
8.5,1.5,0.4,7.0,0.15,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.5,3.6378,-15.934277856677,4.40365388060255,0.17517612561140616
9.0,1.5,0.4,7.0,0.15,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.5,3.824,-13.888875399091,4.979970942012421,0.17276385799884775
9.5,1.5,0.4,7.0,0.15,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.5,4.02,-13.156550923426,6.2549502214813,0.17581107261975637
10.0,1.5,0.4,7.0,0.15,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.5,4.2405,-13.225829337537,5.685431188640765,0.19731304655676585
10.5,1.5,0.4,7.0,0.15,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.5,4.4806,-13.987337887516,6.122260441850731,0.2551337891868375
11.0,1.5,0.4,7.0,0.15,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.5,4.7011,-14.041225477304,4.801631183042905
7.5,1.5,0.4,7.0,0.15,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,3.0,3.3487,-34.313752349797,2.5747793133601604,0.16164938578442012
8.0,1.5,0.4,7.0,0.15,4.5,0.5,19.0,0.4,23.7,35.0,3.0,55.0,3.0,3.481,-21.296706360553,3.64527858020794,0.16942251222807236
8.5,1.5,0.4,7.0,0.15,4.5,0.5,18.0,0.4,23.7,35.0,3.0,55.0,3.0,3.6427,-16.135456187315,4.359140507068468,0.1754962723407365
9.0,1.5,0.4,7.0,0.15,4.5,0.5,17.0,0.4,23.7,35.0,3.0,55.0,3.0,3.824,-14.026993873526,4.989893431017021,0.17374348591551536
9.5,1.5,0.4,7.0,0.15,4.5,0.5,16.0,0.4,23.7,35.0,3.0,55.0,3.0,4.0102,-13.27253498938,6.126444971618752,0.176420932757825
10.0,1.5,0.4,7.0,0.15,4.5,0.5,15.0,0.4,23.7,35.0,3.0,55.0,3.0,4.2405,-13.334553268928,5.63087566265407,0.19826227759728265
10.5,1.5,0.4,7.0,0.15,4.5,0.5,14.0,0.4,23.7,35.0,3.0,55.0,3.0,4.4806,-14.212168525725,6.0665621241846965,0.2565990557657223
11.0,1.5,0.4,7.0,0.15,4.5,0.5,13.0,0.4,23.7,35.0,3.0,55.0,3.0,4.755,-14.900604015595,4.9562673072675
7.5,1.5,0.4,7.0,0.15,4.5,0.5,20.0,0.4,23.7,35.0,3.0,55.0,2.5,3.3487,-35.242449650135,2.460836095538725,0.1612604458662199
